"","Yr","Area","River","Spawners","Returns","Recruits","Expl"
"2111",1952,12,"HYCUND CREEK",NA,NA,NA,NA
"2112",1953,12,"HYCUND CREEK",NA,NA,NA,NA
"2113",1954,12,"HYCUND CREEK",NA,NA,NA,NA
"2114",1955,12,"HYCUND CREEK",NA,NA,NA,NA
"2115",1956,12,"HYCUND CREEK",NA,NA,NA,NA
"2116",1957,12,"HYCUND CREEK",NA,NA,NA,NA
"2117",1958,12,"HYCUND CREEK",NA,NA,NA,NA
"2118",1959,12,"HYCUND CREEK",NA,NA,NA,NA
"2119",1960,12,"HYCUND CREEK",NA,NA,NA,NA
"2120",1961,12,"HYCUND CREEK",NA,NA,NA,NA
"2121",1962,12,"HYCUND CREEK",NA,NA,NA,NA
"2122",1963,12,"HYCUND CREEK",NA,NA,NA,NA
"2123",1964,12,"HYCUND CREEK",NA,NA,NA,NA
"2124",1965,12,"HYCUND CREEK",NA,NA,NA,NA
"2125",1966,12,"HYCUND CREEK",NA,NA,NA,NA
"2126",1967,12,"HYCUND CREEK",NA,NA,NA,NA
"2127",1968,12,"HYCUND CREEK",NA,NA,NA,NA
"2128",1969,12,"HYCUND CREEK",NA,NA,NA,NA
"2129",1970,12,"HYCUND CREEK",NA,NA,NA,NA
"2130",1971,12,"HYCUND CREEK",NA,NA,NA,NA
"2131",1972,12,"HYCUND CREEK",NA,NA,NA,NA
"2132",1973,12,"HYCUND CREEK",NA,NA,NA,NA
"2133",1974,12,"HYCUND CREEK",NA,NA,NA,NA
"2134",1975,12,"HYCUND CREEK",NA,NA,NA,NA
"2135",1976,12,"HYCUND CREEK",NA,NA,NA,NA
"2136",1977,12,"HYCUND CREEK",NA,NA,NA,NA
"2137",1978,12,"HYCUND CREEK",NA,NA,NA,NA
"2138",1979,12,"HYCUND CREEK",NA,NA,NA,NA
"2139",1980,12,"HYCUND CREEK",NA,NA,NA,NA
"2140",1981,12,"HYCUND CREEK",NA,NA,NA,NA
"2141",1982,12,"HYCUND CREEK",NA,NA,NA,NA
"2142",1983,12,"HYCUND CREEK",NA,NA,NA,0.866057834110302
"2143",1984,12,"HYCUND CREEK",NA,NA,NA,0.775693911882616
"2144",1985,12,"HYCUND CREEK",NA,NA,NA,0.804617873469269
"2145",1986,12,"HYCUND CREEK",NA,NA,NA,0.736636297568
"2146",1987,12,"HYCUND CREEK",NA,NA,NA,0.620278215303934
"2147",1988,12,"HYCUND CREEK",NA,NA,NA,0.662968422357177
"2148",1989,12,"HYCUND CREEK",NA,NA,NA,0.758563000132309
"2149",1990,12,"HYCUND CREEK",NA,NA,NA,0.551771761004763
"2150",1991,12,"HYCUND CREEK",NA,NA,NA,0.610236891943533
"2151",1992,12,"HYCUND CREEK",NA,NA,NA,0.846200576578609
"2152",1993,12,"HYCUND CREEK",NA,NA,NA,0.870616228783584
"2153",1994,12,"HYCUND CREEK",NA,NA,NA,0.688336172661556
"2154",1995,12,"HYCUND CREEK",NA,NA,NA,0.41545900740463
"2155",1996,12,"HYCUND CREEK",NA,NA,NA,0.154973827940401
"2156",1997,12,"HYCUND CREEK",NA,NA,NA,0.272777956656083
"2157",1998,12,"HYCUND CREEK",NA,NA,NA,0.000583078137170725
"2158",1999,12,"HYCUND CREEK",NA,NA,NA,0.00581807086852831
"2159",2000,12,"HYCUND CREEK",NA,NA,NA,0.000108918915671366
"2160",2001,12,"HYCUND CREEK",NA,NA,NA,6.58172515066211e-05
"2161",2002,12,"HYCUND CREEK",NA,NA,NA,0.000110894640181671
"2162",2003,12,"HYCUND CREEK",NA,NA,NA,0
"2163",2004,12,"HYCUND CREEK",NA,NA,NA,8.1251212286391e-05
"2164",2005,12,"HYCUND CREEK",NA,NA,NA,0.00158566847902736
"2165",2006,12,"HYCUND CREEK",NA,NA,NA,5.56360213756606e-05
"2166",2007,12,"HYCUND CREEK",NA,NA,NA,0
"2167",2008,12,"HYCUND CREEK",NA,NA,NA,2.769197939731e-05
"2168",2009,12,"HYCUND CREEK",NA,NA,NA,5.19287752240718e-05
"2169",2010,12,"HYCUND CREEK",NA,NA,NA,0.00888074071042353
"2170",2011,12,"HYCUND CREEK",NA,NA,NA,0.0142797614832157
"2171",2012,12,"HYCUND CREEK",NA,NA,NA,7.68815624118097e-05
"2172",2013,12,"HYCUND CREEK",NA,NA,NA,0.0164482623776054
"2173",2014,12,"HYCUND CREEK",NA,NA,NA,0.0114891151557245
"2174",2015,12,"HYCUND CREEK",NA,NA,NA,0.0135595098287899
"2175",2016,12,"HYCUND CREEK",NA,NA,NA,0.00202795595384339
"2176",2017,12,"HYCUND CREEK",NA,NA,NA,0.00376400621171083
"2177",1950,12,"HYDE CREEK",750,NA,NA,NA
"2178",1951,12,"HYDE CREEK",1500,NA,NA,NA
"2179",1952,12,"HYDE CREEK",25,NA,NA,NA
"2180",1953,12,"HYDE CREEK",25,NA,NA,NA
"2181",1954,12,"HYDE CREEK",25,NA,NA,NA
"2182",1955,12,"HYDE CREEK",25,NA,NA,NA
"2183",1956,12,"HYDE CREEK",NA,NA,NA,NA
"2184",1957,12,"HYDE CREEK",NA,NA,NA,NA
"2185",1958,12,"HYDE CREEK",NA,NA,NA,NA
"2186",1959,12,"HYDE CREEK",NA,NA,NA,NA
"2187",1960,12,"HYDE CREEK",7,NA,NA,NA
"2188",1961,12,"HYDE CREEK",NA,NA,NA,NA
"2189",1962,12,"HYDE CREEK",NA,NA,NA,NA
"2190",1963,12,"HYDE CREEK",NA,NA,NA,NA
"2191",1964,12,"HYDE CREEK",NA,NA,NA,NA
"2192",1965,12,"HYDE CREEK",NA,NA,NA,NA
"2193",1966,12,"HYDE CREEK",400,NA,NA,NA
"2194",1967,12,"HYDE CREEK",200,NA,NA,NA
"2195",1968,12,"HYDE CREEK",25,NA,NA,NA
"2196",1969,12,"HYDE CREEK",NA,NA,NA,NA
"2197",1970,12,"HYDE CREEK",NA,NA,NA,NA
"2198",1971,12,"HYDE CREEK",75,NA,NA,NA
"2199",1972,12,"HYDE CREEK",400,NA,NA,NA
"2200",1973,12,"HYDE CREEK",300,NA,NA,NA
"2201",1974,12,"HYDE CREEK",400,NA,NA,NA
"2202",1975,12,"HYDE CREEK",50,NA,NA,NA
"2203",1976,12,"HYDE CREEK",200,NA,NA,NA
"2204",1977,12,"HYDE CREEK",75,NA,NA,NA
"2205",1978,12,"HYDE CREEK",NA,NA,NA,NA
"2206",1979,12,"HYDE CREEK",NA,NA,NA,NA
"2207",1980,12,"HYDE CREEK",NA,NA,NA,NA
"2208",1981,12,"HYDE CREEK",NA,NA,NA,NA
"2209",1982,12,"HYDE CREEK",NA,NA,NA,NA
"2210",1983,12,"HYDE CREEK",NA,NA,NA,0.866057834110302
"2211",1984,12,"HYDE CREEK",NA,NA,NA,0.775693911882616
"2212",1985,12,"HYDE CREEK",NA,NA,NA,0.804617873469269
"2213",1986,12,"HYDE CREEK",NA,NA,NA,0.736636297568
"2214",1987,12,"HYDE CREEK",NA,NA,NA,0.620278215303934
"2215",1988,12,"HYDE CREEK",NA,NA,NA,0.662968422357177
"2216",1989,12,"HYDE CREEK",NA,NA,NA,0.758563000132309
"2217",1990,12,"HYDE CREEK",NA,NA,NA,0.551771761004763
"2218",1991,12,"HYDE CREEK",NA,NA,NA,0.610236891943533
"2219",1992,12,"HYDE CREEK",NA,NA,NA,0.846200576578609
"2220",1993,12,"HYDE CREEK",NA,NA,88.7546474651797,0.870616228783584
"2221",1994,12,"HYDE CREEK",NA,NA,NA,0.688336172661556
"2222",1995,12,"HYDE CREEK",NA,NA,250.145854578909,0.41545900740463
"2223",1996,12,"HYDE CREEK",75,88.7546474651797,NA,0.154973827940401
"2224",1997,12,"HYDE CREEK",NA,NA,NA,0.272777956656083
"2225",1998,12,"HYDE CREEK",250,250.145854578909,NA,0.000583078137170725
"2226",1999,12,"HYDE CREEK",NA,NA,100.011090693917,0.00581807086852831
"2227",2000,12,"HYDE CREEK",NA,NA,200,0.000108918915671366
"2228",2001,12,"HYDE CREEK",NA,NA,500.040628907291,6.58172515066211e-05
"2229",2002,12,"HYDE CREEK",100,100.011090693917,NA,0.000110894640181671
"2230",2003,12,"HYDE CREEK",200,200,NA,0
"2231",2004,12,"HYDE CREEK",500,500.040628907291,NA,8.1251212286391e-05
"2232",2005,12,"HYDE CREEK",NA,NA,NA,0.00158566847902736
"2233",2006,12,"HYDE CREEK",NA,NA,NA,5.56360213756606e-05
"2234",2007,12,"HYDE CREEK",NA,NA,NA,0
"2235",2008,12,"HYDE CREEK",NA,NA,NA,2.769197939731e-05
"2236",2009,12,"HYDE CREEK",NA,NA,NA,5.19287752240718e-05
"2237",2010,12,"HYDE CREEK",NA,NA,NA,0.00888074071042353
"2238",2011,12,"HYDE CREEK",NA,NA,NA,0.0142797614832157
"2239",2012,12,"HYDE CREEK",NA,NA,NA,7.68815624118097e-05
"2240",2013,12,"HYDE CREEK",NA,NA,NA,0.0164482623776054
"2241",2014,12,"HYDE CREEK",NA,NA,NA,0.0114891151557245
"2242",2015,12,"HYDE CREEK",NA,NA,NA,0.0135595098287899
"2243",2016,12,"HYDE CREEK",NA,NA,NA,0.00202795595384339
"2244",2017,12,"HYDE CREEK",NA,NA,NA,0.00376400621171083
"2245",1950,12,"ICY RIVER",NA,NA,NA,NA
"2246",1951,12,"ICY RIVER",NA,NA,NA,NA
"2247",1952,12,"ICY RIVER",NA,NA,NA,NA
"2248",1953,12,"ICY RIVER",NA,NA,NA,NA
"2249",1954,12,"ICY RIVER",NA,NA,NA,NA
"2250",1955,12,"ICY RIVER",NA,NA,NA,NA
"2251",1956,12,"ICY RIVER",NA,NA,NA,NA
"2252",1957,12,"ICY RIVER",NA,NA,NA,NA
"2253",1958,12,"ICY RIVER",NA,NA,NA,NA
"2254",1959,12,"ICY RIVER",NA,NA,NA,NA
"2255",1960,12,"ICY RIVER",NA,NA,NA,NA
"2256",1961,12,"ICY RIVER",NA,NA,NA,NA
"2257",1962,12,"ICY RIVER",NA,NA,NA,NA
"2258",1963,12,"ICY RIVER",NA,NA,NA,NA
"2259",1964,12,"ICY RIVER",NA,NA,NA,NA
"2260",1965,12,"ICY RIVER",NA,NA,NA,NA
"2261",1966,12,"ICY RIVER",NA,NA,NA,NA
"2262",1967,12,"ICY RIVER",NA,NA,NA,NA
"2263",1968,12,"ICY RIVER",NA,NA,NA,NA
"2264",1969,12,"ICY RIVER",NA,NA,NA,NA
"2265",1970,12,"ICY RIVER",NA,NA,NA,NA
"2266",1971,12,"ICY RIVER",NA,NA,NA,NA
"2267",1972,12,"ICY RIVER",NA,NA,NA,NA
"2268",1973,12,"ICY RIVER",NA,NA,NA,NA
"2269",1974,12,"ICY RIVER",NA,NA,NA,NA
"2270",1975,12,"ICY RIVER",NA,NA,NA,NA
"2271",1976,12,"ICY RIVER",NA,NA,NA,NA
"2272",1977,12,"ICY RIVER",NA,NA,NA,NA
"2273",1978,12,"ICY RIVER",NA,NA,NA,NA
"2274",1979,12,"ICY RIVER",NA,NA,NA,NA
"2275",1980,12,"ICY RIVER",NA,NA,NA,NA
"2276",1981,12,"ICY RIVER",NA,NA,NA,NA
"2277",1982,12,"ICY RIVER",NA,NA,NA,NA
"2278",1983,12,"ICY RIVER",NA,NA,NA,0.866057834110302
"2279",1984,12,"ICY RIVER",NA,NA,NA,0.775693911882616
"2280",1985,12,"ICY RIVER",NA,NA,NA,0.804617873469269
"2281",1986,12,"ICY RIVER",NA,NA,NA,0.736636297568
"2282",1987,12,"ICY RIVER",NA,NA,NA,0.620278215303934
"2283",1988,12,"ICY RIVER",NA,NA,NA,0.662968422357177
"2284",1989,12,"ICY RIVER",NA,NA,NA,0.758563000132309
"2285",1990,12,"ICY RIVER",NA,NA,NA,0.551771761004763
"2286",1991,12,"ICY RIVER",NA,NA,NA,0.610236891943533
"2287",1992,12,"ICY RIVER",NA,NA,NA,0.846200576578609
"2288",1993,12,"ICY RIVER",NA,NA,NA,0.870616228783584
"2289",1994,12,"ICY RIVER",NA,NA,NA,0.688336172661556
"2290",1995,12,"ICY RIVER",NA,NA,NA,0.41545900740463
"2291",1996,12,"ICY RIVER",NA,NA,NA,0.154973827940401
"2292",1997,12,"ICY RIVER",NA,NA,NA,0.272777956656083
"2293",1998,12,"ICY RIVER",NA,NA,NA,0.000583078137170725
"2294",1999,12,"ICY RIVER",NA,NA,NA,0.00581807086852831
"2295",2000,12,"ICY RIVER",NA,NA,NA,0.000108918915671366
"2296",2001,12,"ICY RIVER",NA,NA,NA,6.58172515066211e-05
"2297",2002,12,"ICY RIVER",NA,NA,NA,0.000110894640181671
"2298",2003,12,"ICY RIVER",NA,NA,NA,0
"2299",2004,12,"ICY RIVER",NA,NA,NA,8.1251212286391e-05
"2300",2005,12,"ICY RIVER",NA,NA,NA,0.00158566847902736
"2301",2006,12,"ICY RIVER",NA,NA,NA,5.56360213756606e-05
"2302",2007,12,"ICY RIVER",NA,NA,NA,0
"2303",2008,12,"ICY RIVER",NA,NA,NA,2.769197939731e-05
"2304",2009,12,"ICY RIVER",NA,NA,NA,5.19287752240718e-05
"2305",2010,12,"ICY RIVER",NA,NA,NA,0.00888074071042353
"2306",2011,12,"ICY RIVER",NA,NA,NA,0.0142797614832157
"2307",2012,12,"ICY RIVER",NA,NA,NA,7.68815624118097e-05
"2308",2013,12,"ICY RIVER",NA,NA,NA,0.0164482623776054
"2309",2014,12,"ICY RIVER",NA,NA,NA,0.0114891151557245
"2310",2015,12,"ICY RIVER",NA,NA,NA,0.0135595098287899
"2311",2016,12,"ICY RIVER",NA,NA,NA,0.00202795595384339
"2312",2017,12,"ICY RIVER",NA,NA,NA,0.00376400621171083
"2313",1950,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2314",1951,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2315",1952,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2316",1953,12,"JENNIS BAY CREEK",1500,NA,NA,NA
"2317",1954,12,"JENNIS BAY CREEK",400,NA,NA,NA
"2318",1955,12,"JENNIS BAY CREEK",75,NA,NA,NA
"2319",1956,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2320",1957,12,"JENNIS BAY CREEK",750,NA,NA,NA
"2321",1958,12,"JENNIS BAY CREEK",75,NA,NA,NA
"2322",1959,12,"JENNIS BAY CREEK",75,NA,NA,NA
"2323",1960,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2324",1961,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2325",1962,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2326",1963,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2327",1964,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2328",1965,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2329",1966,12,"JENNIS BAY CREEK",25,NA,NA,NA
"2330",1967,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2331",1968,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2332",1969,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2333",1970,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2334",1971,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2335",1972,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2336",1973,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2337",1974,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2338",1975,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2339",1976,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2340",1977,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2341",1978,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2342",1979,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2343",1980,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2344",1981,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2345",1982,12,"JENNIS BAY CREEK",NA,NA,NA,NA
"2346",1983,12,"JENNIS BAY CREEK",NA,NA,NA,0.866057834110302
"2347",1984,12,"JENNIS BAY CREEK",NA,NA,NA,0.775693911882616
"2348",1985,12,"JENNIS BAY CREEK",NA,NA,NA,0.804617873469269
"2349",1986,12,"JENNIS BAY CREEK",NA,NA,NA,0.736636297568
"2350",1987,12,"JENNIS BAY CREEK",NA,NA,NA,0.620278215303934
"2351",1988,12,"JENNIS BAY CREEK",NA,NA,NA,0.662968422357177
"2352",1989,12,"JENNIS BAY CREEK",NA,NA,NA,0.758563000132309
"2353",1990,12,"JENNIS BAY CREEK",NA,NA,NA,0.551771761004763
"2354",1991,12,"JENNIS BAY CREEK",NA,NA,NA,0.610236891943533
"2355",1992,12,"JENNIS BAY CREEK",NA,NA,NA,0.846200576578609
"2356",1993,12,"JENNIS BAY CREEK",NA,NA,23.6679059907146,0.870616228783584
"2357",1994,12,"JENNIS BAY CREEK",NA,NA,NA,0.688336172661556
"2358",1995,12,"JENNIS BAY CREEK",NA,NA,NA,0.41545900740463
"2359",1996,12,"JENNIS BAY CREEK",20,23.6679059907146,NA,0.154973827940401
"2360",1997,12,"JENNIS BAY CREEK",NA,NA,NA,0.272777956656083
"2361",1998,12,"JENNIS BAY CREEK",NA,NA,NA,0.000583078137170725
"2362",1999,12,"JENNIS BAY CREEK",NA,NA,NA,0.00581807086852831
"2363",2000,12,"JENNIS BAY CREEK",NA,NA,NA,0.000108918915671366
"2364",2001,12,"JENNIS BAY CREEK",NA,NA,NA,6.58172515066211e-05
"2365",2002,12,"JENNIS BAY CREEK",NA,NA,NA,0.000110894640181671
"2366",2003,12,"JENNIS BAY CREEK",NA,NA,NA,0
"2367",2004,12,"JENNIS BAY CREEK",NA,NA,NA,8.1251212286391e-05
"2368",2005,12,"JENNIS BAY CREEK",NA,NA,NA,0.00158566847902736
"2369",2006,12,"JENNIS BAY CREEK",NA,NA,NA,5.56360213756606e-05
"2370",2007,12,"JENNIS BAY CREEK",NA,NA,NA,0
"2371",2008,12,"JENNIS BAY CREEK",NA,NA,NA,2.769197939731e-05
"2372",2009,12,"JENNIS BAY CREEK",NA,NA,NA,5.19287752240718e-05
"2373",2010,12,"JENNIS BAY CREEK",NA,NA,NA,0.00888074071042353
"2374",2011,12,"JENNIS BAY CREEK",NA,NA,NA,0.0142797614832157
"2375",2012,12,"JENNIS BAY CREEK",NA,NA,NA,7.68815624118097e-05
"2376",2013,12,"JENNIS BAY CREEK",NA,NA,NA,0.0164482623776054
"2377",2014,12,"JENNIS BAY CREEK",NA,NA,NA,0.0114891151557245
"2378",2015,12,"JENNIS BAY CREEK",NA,NA,NA,0.0135595098287899
"2379",2016,12,"JENNIS BAY CREEK",NA,NA,NA,0.00202795595384339
"2380",2017,12,"JENNIS BAY CREEK",NA,NA,NA,0.00376400621171083
"2381",1950,12,"KAKWEIKEN RIVER",7500,NA,NA,NA
"2382",1951,12,"KAKWEIKEN RIVER",75000,NA,NA,NA
"2383",1952,12,"KAKWEIKEN RIVER",3500,NA,NA,NA
"2384",1953,12,"KAKWEIKEN RIVER",15000,NA,NA,NA
"2385",1954,12,"KAKWEIKEN RIVER",3500,NA,NA,NA
"2386",1955,12,"KAKWEIKEN RIVER",7500,NA,NA,NA
"2387",1956,12,"KAKWEIKEN RIVER",15000,NA,NA,NA
"2388",1957,12,"KAKWEIKEN RIVER",3500,NA,NA,NA
"2389",1958,12,"KAKWEIKEN RIVER",7500,NA,NA,NA
"2390",1959,12,"KAKWEIKEN RIVER",1500,NA,NA,NA
"2391",1960,12,"KAKWEIKEN RIVER",1500,NA,NA,NA
"2392",1961,12,"KAKWEIKEN RIVER",750,NA,NA,NA
"2393",1962,12,"KAKWEIKEN RIVER",3500,NA,NA,NA
"2394",1963,12,"KAKWEIKEN RIVER",1500,NA,NA,NA
"2395",1964,12,"KAKWEIKEN RIVER",3500,NA,NA,NA
"2396",1965,12,"KAKWEIKEN RIVER",1500,NA,NA,NA
"2397",1966,12,"KAKWEIKEN RIVER",750,NA,NA,NA
"2398",1967,12,"KAKWEIKEN RIVER",3500,NA,NA,NA
"2399",1968,12,"KAKWEIKEN RIVER",3500,NA,NA,NA
"2400",1969,12,"KAKWEIKEN RIVER",2000,NA,NA,NA
"2401",1970,12,"KAKWEIKEN RIVER",3500,NA,NA,NA
"2402",1971,12,"KAKWEIKEN RIVER",3500,NA,NA,NA
"2403",1972,12,"KAKWEIKEN RIVER",750,NA,NA,NA
"2404",1973,12,"KAKWEIKEN RIVER",10000,NA,NA,NA
"2405",1974,12,"KAKWEIKEN RIVER",10000,NA,NA,NA
"2406",1975,12,"KAKWEIKEN RIVER",7500,NA,NA,NA
"2407",1976,12,"KAKWEIKEN RIVER",6500,NA,NA,NA
"2408",1977,12,"KAKWEIKEN RIVER",55000,NA,NA,NA
"2409",1978,12,"KAKWEIKEN RIVER",10000,NA,NA,NA
"2410",1979,12,"KAKWEIKEN RIVER",9000,NA,NA,NA
"2411",1980,12,"KAKWEIKEN RIVER",10000,NA,89590.9060473311,NA
"2412",1981,12,"KAKWEIKEN RIVER",7000,NA,40123.7437447089,NA
"2413",1982,12,"KAKWEIKEN RIVER",500,NA,35827.2280289619,NA
"2414",1983,12,"KAKWEIKEN RIVER",12000,89590.9060473311,45564.3655112206,0.866057834110302
"2415",1984,12,"KAKWEIKEN RIVER",9000,40123.7437447089,6583.76764451646,0.775693911882616
"2416",1985,12,"KAKWEIKEN RIVER",7000,35827.2280289619,35604.9723409516,0.804617873469269
"2417",1986,12,"KAKWEIKEN RIVER",12000,45564.3655112206,8283.73447771472,0.736636297568
"2418",1987,12,"KAKWEIKEN RIVER",2500,6583.76764451646,11155.0312207195,0.620278215303934
"2419",1988,12,"KAKWEIKEN RIVER",12000,35604.9723409516,5131.321971371,0.662968422357177
"2420",1989,12,"KAKWEIKEN RIVER",2000,8283.73447771472,975.296244050404,0.758563000132309
"2421",1990,12,"KAKWEIKEN RIVER",5000,11155.0312207195,4390.0405333674,0.551771761004763
"2422",1991,12,"KAKWEIKEN RIVER",2000,5131.321971371,4620.3629477869,0.610236891943533
"2423",1992,12,"KAKWEIKEN RIVER",150,975.296244050404,670.611650792042,0.846200576578609
"2424",1993,12,"KAKWEIKEN RIVER",568,4390.0405333674,2958.48824883932,0.870616228783584
"2425",1994,12,"KAKWEIKEN RIVER",1440,4620.3629477869,166.38659554875,0.688336172661556
"2426",1995,12,"KAKWEIKEN RIVER",392,670.611650792042,3001.75025494691,0.41545900740463
"2427",1996,12,"KAKWEIKEN RIVER",2500,2958.48824883932,603.51127134665,0.154973827940401
"2428",1997,12,"KAKWEIKEN RIVER",121,166.38659554875,4500.49018851132,0.272777956656083
"2429",1998,12,"KAKWEIKEN RIVER",3000,3001.75025494691,4000.26328633481,0.000583078137170725
"2430",1999,12,"KAKWEIKEN RIVER",600,603.51127134665,2075.23013189877,0.00581807086852831
"2431",2000,12,"KAKWEIKEN RIVER",4500,4500.49018851132,1154,0.000108918915671366
"2432",2001,12,"KAKWEIKEN RIVER",4000,4000.26328633481,2457.19965045043,6.58172515066211e-05
"2433",2002,12,"KAKWEIKEN RIVER",2075,2075.23013189877,73.1159376376265,0.000110894640181671
"2434",2003,12,"KAKWEIKEN RIVER",1154,1154,1587.08829927854,0
"2435",2004,12,"KAKWEIKEN RIVER",2457,2457.19965045043,2985,8.1251212286391e-05
"2436",2005,12,"KAKWEIKEN RIVER",73,73.1159376376265,2317.06416409309,0.00158566847902736
"2437",2006,12,"KAKWEIKEN RIVER",1587,1587.08829927854,4279.22221476852,5.56360213756606e-05
"2438",2007,12,"KAKWEIKEN RIVER",2985,2985,4128.66560875136,0
"2439",2008,12,"KAKWEIKEN RIVER",2317,2317.06416409309,2832.44666275812,2.769197939731e-05
"2440",2009,12,"KAKWEIKEN RIVER",4279,4279.22221476852,2571.19767769473,5.19287752240718e-05
"2441",2010,12,"KAKWEIKEN RIVER",4092,4128.66560875136,16944.7110533177,0.00888074071042353
"2442",2011,12,"KAKWEIKEN RIVER",2792,2832.44666275812,16069.6257811086,0.0142797614832157
"2443",2012,12,"KAKWEIKEN RIVER",2571,2571.19767769473,121.649507695261,7.68815624118097e-05
"2444",2013,12,"KAKWEIKEN RIVER",16666,16944.7110533177,NA,0.0164482623776054
"2445",2014,12,"KAKWEIKEN RIVER",15885,16069.6257811086,NA,0.0114891151557245
"2446",2015,12,"KAKWEIKEN RIVER",120,121.649507695261,NA,0.0135595098287899
"2447",2016,12,"KAKWEIKEN RIVER",NA,NA,NA,0.00202795595384339
"2448",2017,12,"KAKWEIKEN RIVER",NA,NA,NA,0.00376400621171083
"2449",1950,12,"KAMANO BAY CREEK",400,NA,NA,NA
"2450",1951,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2451",1952,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2452",1953,12,"KAMANO BAY CREEK",75,NA,NA,NA
"2453",1954,12,"KAMANO BAY CREEK",25,NA,NA,NA
"2454",1955,12,"KAMANO BAY CREEK",25,NA,NA,NA
"2455",1956,12,"KAMANO BAY CREEK",75,NA,NA,NA
"2456",1957,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2457",1958,12,"KAMANO BAY CREEK",25,NA,NA,NA
"2458",1959,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2459",1960,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2460",1961,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2461",1962,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2462",1963,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2463",1964,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2464",1965,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2465",1966,12,"KAMANO BAY CREEK",25,NA,NA,NA
"2466",1967,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2467",1968,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2468",1969,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2469",1970,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2470",1971,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2471",1972,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2472",1973,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2473",1974,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2474",1975,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2475",1976,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2476",1977,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2477",1978,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2478",1979,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2479",1980,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2480",1981,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2481",1982,12,"KAMANO BAY CREEK",NA,NA,NA,NA
"2482",1983,12,"KAMANO BAY CREEK",NA,NA,NA,0.866057834110302
"2483",1984,12,"KAMANO BAY CREEK",NA,NA,NA,0.775693911882616
"2484",1985,12,"KAMANO BAY CREEK",NA,NA,NA,0.804617873469269
"2485",1986,12,"KAMANO BAY CREEK",NA,NA,NA,0.736636297568
"2486",1987,12,"KAMANO BAY CREEK",NA,NA,NA,0.620278215303934
"2487",1988,12,"KAMANO BAY CREEK",NA,NA,NA,0.662968422357177
"2488",1989,12,"KAMANO BAY CREEK",NA,NA,NA,0.758563000132309
"2489",1990,12,"KAMANO BAY CREEK",NA,NA,NA,0.551771761004763
"2490",1991,12,"KAMANO BAY CREEK",NA,NA,NA,0.610236891943533
"2491",1992,12,"KAMANO BAY CREEK",NA,NA,NA,0.846200576578609
"2492",1993,12,"KAMANO BAY CREEK",NA,NA,NA,0.870616228783584
